1 water
2 roads
3 railways
4 trees
5 vegetation
6 agricultural_areas
7 buildings
8 built_open_spaces
9 dense_urban_fabric
10 medium_urban_fabric
11 low_urban_fabric
12 public_military_industrial
13 basins
14 flow_accumulation_streams
15 dem
16 surface_temperature
